,Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Zip Codes,DELETE - Fire Prevention Districts,DELETE - Supervisor Districts,DELETE - Current Police Districts,DELETE - Supervisorial_Districts_Waterline_data_from_7pkg_wer3,apn,new_units
112322,201512145033,2,new construction wood frame,2015-12-14,4591C,137,15,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-12-26,2015-12-14,2016-10-11,2019-12-26,2017-05-15,,,3.0,,,2019-09-26,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.726815486490125, -122.36905595373553)",1406499503628,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/137,1.0
305901,201812148358,2,new construction wood frame,2018-12-14,4652,015,1051,,Innes,Av,,,subdivide vacant lot. erect new 3 story single family dwelling residence. sprinkler per nfpa 13d and solar under separate permits.,issued,2021-01-23,2018-12-14,2021-01-23,,,,,3.0,,,2023-01-23,600000.0,825000.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.73331883814139, -122.37862224033573)",1608501517993,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4652/015,1.0
112260,201512144962,2,new construction wood frame,2015-12-14,4591C,161,59,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-11-13,2015-12-14,2016-10-12,2019-11-13,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.726912132914364, -122.37056410442017)",1406438503643,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/161,1.0
112262,201512144963,2,new construction wood frame,2015-12-14,4591C,160,61,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-11-18,2015-12-14,2016-10-12,2019-11-18,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.726938498397125, -122.37061050553656)",1406440503642,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/160,1.0
112263,201512144964,2,new construction wood frame,2015-12-14,4591C,159,63,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-11-18,2015-12-14,2016-10-12,2019-11-18,2016-10-12,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72696486386148, -122.37065690668591)",1406441503635,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/159,1.0
112264,201512144965,2,new construction wood frame,2015-12-14,4591C,158,65,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-11-18,2015-12-14,2016-10-12,2019-11-18,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72699122930751, -122.37070330786818)",1406442503640,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/158,1.0
112265,201512144988,2,new construction wood frame,2015-12-14,4591C,157,67,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-11-18,2015-12-14,2016-10-12,2019-11-18,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72701759473511, -122.37074970908336)",1406443503639,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/157,1.0
112267,201512144989,2,new construction wood frame,2015-12-14,4591C,156,69,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-11-18,2015-12-14,2016-10-12,2019-11-18,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.727043960135305, -122.37079611089855)",1406445503638,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/156,1.0
112268,201512144990,2,new construction wood frame,2015-12-14,4591C,155,71,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement,  single family dwelling.",complete,2019-11-18,2015-12-14,2016-10-12,2019-11-18,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72707032551715, -122.37084251274665)",1406446503637,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/155,1.0
112270,201512144991,2,new construction wood frame,2015-12-14,4591C,171,79,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-11-14,2015-12-14,2016-10-12,2019-11-14,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.727206946491094, -122.37108295675486)",1406448503650,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/171,1.0
112271,201512144992,2,new construction wood frame,2015-12-14,4591C,170,81,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-11-15,2015-12-14,2016-10-12,2019-11-15,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72723331131781, -122.37112935822802)",1406449503649,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/170,1.0
112272,201512144993,2,new construction wood frame,2015-12-14,4591C,169,83,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-11-13,2015-12-14,2016-10-12,2019-11-13,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.727259677018004, -122.37117576032387)",1406450503648,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/169,1.0
112273,201512144994,2,new construction wood frame,2015-12-14,4591C,168,85,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement,  single family dwelling.",complete,2019-11-18,2015-12-14,2016-10-12,2019-11-18,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72728604226742, -122.37122216130712)",1406451503647,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/168,1.0
112274,201512144995,2,new construction wood frame,2015-12-14,4591C,167,87,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement,  single family dwelling.",complete,2019-11-13,2015-12-14,2016-10-12,2019-11-13,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72731240748041, -122.37126856345748)",1406452503646,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/167,1.0
112275,201512144996,2,new construction wood frame,2015-12-14,4591C,012,504,,Hudson,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-08-07,2015-12-14,2016-10-12,2019-08-07,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72871995839659, -122.36787212232943)",1406453500212,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/012,1.0
112257,201512144961,2,new construction wood frame,2015-12-14,4591C,162,57,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement,  single family dwelling.",complete,2019-11-15,2015-12-14,2016-10-12,2019-11-15,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72688576696279, -122.37051770332535)",1406435503644,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/162,1.0
112256,201512144960,2,new construction wood frame,2015-12-14,4591C,163,55,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-11-18,2015-12-14,2016-10-12,2019-11-18,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72685940145226, -122.37047130170767)",1406434503645,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/163,1.0
111767,201512094574,2,new construction wood frame,2015-12-09,1448,038,1545,,Clement,St,,,"erect a four stories, type 5 construction, 3 residential dwelling and one office.",complete,2020-03-31,2015-12-09,2017-09-13,2020-03-31,2018-04-04,,,4.0,,,2020-08-28,748000.0,900000.0,,,apartments,3.0,2.0,,,,5.0,wood frame (5),Y,1.0,Outer Richmond,94118.0,"(37.78220934795346, -122.47601494525519)",1405929100150,5.0,8.0,4.0,29.0,54.0,11.0,2.0,9.0,9.0,1448/038,3.0
111768,201512094574,2,new construction wood frame,2015-12-09,1448,038,1547,,Clement,St,,,"erect a four stories, type 5 construction, 3 residential dwelling and one office.",complete,2020-03-31,2015-12-09,2017-09-13,2020-03-31,2018-04-04,,,4.0,,,2020-08-28,748000.0,900000.0,,,apartments,3.0,2.0,,,,5.0,wood frame (5),Y,1.0,Outer Richmond,94118.0,"(37.78220934795346, -122.47601494525519)",1405930368627,5.0,8.0,4.0,29.0,54.0,11.0,2.0,9.0,9.0,1448/038,3.0
112277,201512144997,2,new construction wood frame,2015-12-14,4591C,013,508,,Hudson,Av,,,"erect 3-story, type 5-b, no basement,  single family dwelling.",complete,2019-07-24,2015-12-14,2016-10-12,2019-07-24,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.728746324931684, -122.36791852361951)",1406455500213,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/013,1.0
141118,201402269331,2,new construction wood frame,2014-02-26,4008,003,562,,De Haro,St,,,"erect 3-story, 1 basement, type v, 2 family dwelling units building.",issued,2017-04-04,2014-02-26,2017-04-04,,2017-10-17,,,3.0,,,2020-03-19,615000.0,1030000.0,,,2 family dwelling,2.0,2.0,,,,5.0,wood frame (5),Y,10.0,Potrero Hill,94107.0,"(37.762564799214125, -122.40169886166734)",1436460507235,54.0,2.0,9.0,26.0,28856.0,8.0,8.0,3.0,6.0,4008/003,2.0
141115,201402269329,2,new construction wood frame,2014-02-26,4008,003,568,,De Haro,St,,,"erect 3-story, 1 basement, type v, 2 family dwelling units building.",complete,2019-09-16,2014-02-26,2017-04-12,2019-09-16,2017-10-30,,,3.0,,,2020-03-27,520000.0,775000.0,,,2 family dwelling,2.0,2.0,,,,5.0,wood frame (5),Y,10.0,Potrero Hill,94107.0,"(37.762564799214125, -122.40169886166734)",1436457507234,54.0,2.0,9.0,26.0,28856.0,8.0,8.0,3.0,6.0,4008/003,2.0
112181,201512144931,2,new construction wood frame,2015-12-14,4591C,141,5,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-12-27,2015-12-14,2016-10-12,2019-12-27,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72698697258251, -122.36888389758093)",1406359503632,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/141,1.0
141114,201402269328,2,new construction wood frame,2014-02-26,4008,003,596,,De Haro,St,,,"erect 4-story, type v, no basement, 2 dwelling units building.",complete,2019-09-16,2014-02-26,2016-12-28,2019-09-16,2017-02-03,,,4.0,,,2019-12-13,550000.0,724700.0,,,2 family dwelling,2.0,2.0,,,,5.0,wood frame (5),Y,10.0,Potrero Hill,94107.0,"(37.762564799214125, -122.40169886166734)",1436456507236,54.0,2.0,9.0,26.0,28856.0,8.0,8.0,3.0,6.0,4008/003,2.0
112253,201512144956,2,new construction wood frame,2015-12-14,4591C,140,7,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-12-26,2015-12-14,2016-10-12,2019-12-26,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72695011800946, -122.36891709301602)",1406431503631,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/140,1.0
112254,201512144957,2,new construction wood frame,2015-12-14,4591C,152,31,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-11-15,2015-12-14,2016-10-12,2019-11-15,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.726672954620575, -122.36963684883499)",1406432503614,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/152,1.0
112255,201512144959,2,new construction wood frame,2015-12-14,4591C,150,35,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement,  single family dwelling.",complete,2019-11-18,2015-12-14,2016-10-12,2019-11-18,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72665812081339, -122.3697494138225)",1406433503622,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/150,1.0
305897,201812148364,2,new construction wood frame,2018-12-14,4652,015,1059,,Innes,Av,,,address to be 1059 innes after legal subdivision. to erect 3 story single family dwelling residence. solar and sprinkler under nfpa 13d under separate permits.,issued,2021-01-23,2018-12-14,2021-01-23,,,,,3.0,,,2023-01-23,600000.0,825000.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.73331883814139, -122.37862224033573)",1608497517991,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4652/015,1.0
141210,201609087075,2,new construction wood frame,2016-09-08,0048,018,819,,Francisco,St,,,construct (n) 3-story single family dwelling residence,issued,2018-11-09,2016-09-08,2018-11-09,,,,,3.0,,,2024-10-08,3300000.0,3300000.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,2.0,Russian Hill,94109.0,"(37.8037276152934, -122.41905518926559)",143655356679,107.0,6.0,6.0,32.0,28858.0,5.0,1.0,1.0,11.0,0048/018,1.0
112323,201512145035,2,new construction wood frame,2015-12-14,4591C,136,17,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-12-26,2015-12-14,2016-10-11,2019-12-26,2017-05-15,,,3.0,,,2019-09-26,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72677938630559, -122.36911938917687)",1406500503627,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/136,1.0
112278,201512144998,2,new construction wood frame,2015-12-14,4591C,014,512,,Hudson,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-07-24,2015-12-14,2016-10-12,2019-07-24,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72877269144844, -122.36796492494251)",1406456500214,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/014,1.0
112303,201512145018,2,new construction wood frame,2015-12-14,4591C,038,594,,Hudson,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2020-01-29,2015-12-14,2016-10-12,2020-01-29,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72951254192673, -122.36926699488917)",1406480500173,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/038,1.0
112304,201512145019,2,new construction wood frame,2015-12-14,4591C,020,536,,Hudson,Av,,,"erect 3-story, type 5-b, no basement,  single family dwelling.",complete,2019-07-24,2015-12-14,2016-10-07,2019-07-24,2017-05-15,,,3.0,,,2019-09-22,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72893089014473, -122.36824333470605)",1406481500220,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/020,1.0
112305,201512145020,2,new construction wood frame,2015-12-14,4591C,132,25,,Kirkwood,Av,,,"erect 3-story, type 5-b,no basement,town home,single family dwelling(s).",complete,2019-12-26,2015-12-14,2016-10-07,2019-12-26,2017-05-15,,,3.0,,,2019-09-22,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72670283302681, -122.36941011397953)",1406482503612,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/132,1.0
112306,201512145021,2,new construction wood frame,2015-12-14,4591C,154,73,,Kirkwood,Av,,,"erect 3-story,type 5-b,no basement,town home,single family dwelling(s).",complete,2019-11-18,2015-12-14,2016-10-07,2019-11-18,2017-05-15,,,3.0,,,2019-09-22,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.727096690889574, -122.37088891406057)",1406483503636,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/154,1.0
112307,201512145022,2,new construction wood frame,2015-12-14,4591C,166,89,,Kirkwood,Av,,,"erect 3-story, type 5-b,no basement,town home,single family dwelling(s).",complete,2019-11-13,2015-12-14,2016-10-07,2019-11-13,2017-05-15,,,3.0,,,2019-09-22,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72733973056496, -122.37131658905008)",1406484503652,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/166,1.0
112308,201512145023,2,new construction wood frame,2015-12-14,4591C,032,576,,Hudson,Av,,,"erect 3-story, type 5-b, no basement, town home, single family dwelling.",complete,2019-08-12,2015-12-14,2016-10-07,2019-08-12,2017-07-14,,,3.0,,,2019-09-22,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72930401179721, -122.36889999391681)",1406485500179,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/032,1.0
112310,201512145024,2,new construction wood frame,2015-12-14,4591C,039,598,,Hudson,Av,,,"erect 3-story, type 5-b, no basement, town home, single family dwelling.",complete,2020-01-29,2015-12-14,2016-10-07,2020-01-29,2017-05-15,,,3.0,,,2019-09-22,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72954304754786, -122.36932061632972)",1406487500174,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/039,1.0
112312,201512145025,2,new construction wood frame,2015-12-14,4591C,149,37,,Kirkwood,Av,,,"erect 3-stories type 5-b, no basement, single family dwelling.",complete,2019-11-15,2015-12-14,2016-10-11,2019-11-15,2017-05-15,,,3.0,,,2019-09-26,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72665058985207, -122.3698075851602)",1406489503621,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/149,1.0
112314,201512145026,2,new construction wood frame,2015-12-14,4591C,148,39,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-11-15,2015-12-14,2016-10-11,2019-11-15,2017-05-15,,,3.0,,,2019-09-26,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.726647677647584, -122.36990047354816)",1406491503620,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/148,1.0
112315,201512145027,2,new construction wood frame,2015-12-14,4591C,147,41,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-11-15,2015-12-14,2016-10-11,2019-11-15,2017-05-15,,,3.0,,,2019-09-26,1.0,498458.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72665143487173, -122.3699835074583)",1406492503619,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/147,1.0
112316,201512145028,2,new construction wood frame,2015-12-14,4591C,146,43,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-11-15,2015-12-14,2016-10-11,2019-11-15,2017-05-15,,,3.0,,,2019-09-26,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72666266725625, -122.37006085826717)",1406493503618,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/146,1.0
112317,201512145029,2,new construction wood frame,2015-12-14,4591C,145,45,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-11-15,2015-12-14,2016-10-11,2019-11-15,2017-05-15,,,3.0,,,2019-09-26,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.7266812648171, -122.37013567979895)",1406494503617,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/145,1.0
112319,201512145030,2,new construction wood frame,2015-12-14,4591C,144,47,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, town home, single family dwelling.",complete,2019-11-15,2015-12-14,2016-10-07,2019-11-15,2017-05-15,,,3.0,,,2019-09-22,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72670695692176, -122.37020688224861)",1406496503623,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/144,1.0
112320,201512145031,2,new construction wood frame,2015-12-14,4591C,139,9,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-12-26,2015-12-14,2016-10-11,2019-12-26,2017-05-15,,,3.0,,,2019-09-26,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72690470902956, -122.36895176959662)",1406497503630,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/139,1.0
112321,201512145032,2,new construction wood frame,2015-12-14,4591C,138,11,,Kirkwood,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2019-12-26,2015-12-14,2016-10-11,2019-12-26,2017-05-15,,,3.0,,,2019-09-26,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72685750947583, -122.36899867851591)",1406498503629,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/138,1.0
112302,201512145017,2,new construction wood frame,2015-12-14,4591C,037,592,,Hudson,Av,,,"erect 3-story, type 5-b, no basement,  single family dwelling.",complete,2020-01-29,2015-12-14,2016-10-12,2020-01-29,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.729486175925956, -122.36922059264244)",1406479500172,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/037,1.0
112299,201512145016,2,new construction wood frame,2015-12-14,4591C,036,588,,Hudson,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2020-02-05,2015-12-14,2016-10-12,2020-02-05,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.729459809376465, -122.36917425225553)",1406477500171,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/036,1.0
112297,201512145015,2,new construction wood frame,2015-12-14,4591C,035,584,,Hudson,Av,,,"erect 3-story, type 5-b, no basement, single family dwelling.",complete,2020-01-29,2015-12-14,2016-10-12,2020-01-29,2017-05-15,,,3.0,,,2019-09-27,1.0,498485.0,,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72943348126374, -122.36912778862086)",1406475500170,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/035,1.0
