Permit Number	Permit Type	Permit Subtype	Status	Description	Site Address	Site APN	Applied Date	Issued Date	Finaled Date
BLD20-00323	PHOTOVOLTAIC	PV	ISSUED	Install roof mounted PV system 3.78kW	1911 COLLEEN DR	31813030	4/10/2020	5/19/2020	NULL
BLD20-00324	PHOTOVOLTAIC	PV	ISSUED	Install Tesla Solar Roof 9kW	1505 GRANT RD	19717045	4/10/2020	5/19/2020	NULL
BLD20-00325	PHOTOVOLTAIC	PV	ISSUED	Install Tesla Solar Roof 5.49kW	15 PARSONS WAY	17047051	4/10/2020	5/19/2020	NULL
BLD20-00327	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 12.73kW	1230 MONTE VERDE CT	34208032	4/10/2020	6/2/2020	6/10/2020
BLD20-00345	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 8.05kW	601 HAWTHORNE AVE	18936068	5/6/2020	6/16/2020	9/28/2020
BLD20-00346	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 4.5kW	1417 BROOKMILL RD	19704034	5/6/2020	5/18/2020	6/16/2020
BLD20-00347	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 22kW	461 ARBOLEDA DR	18939024	5/6/2020	5/12/2020	6/3/2020
BLD20-00349	PHOTOVOLTAIC	PV	ISSUED	Install Tesla Solar Roof 16.83Kw	960 CROOKED CREEK DR	34210040	5/6/2020	5/19/2020	NULL
BLD20-00357	DEMOLITION	SWIMMING POOL	ISSUED	SWP Demolition	1610 EL SERENO CT	31824038	5/7/2020	5/7/2020	NULL
BLD20-00364	PHOTOVOLTAIC	PV	FINALED	Install PV system 5.92kW	1235 EVA AVE	34207048	5/11/2020	5/12/2020	5/27/2020
BLD20-00365	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 6.39 kW	840 LAVERNE WAY	16719013	5/11/2020	5/12/2020	5/21/2020
BLD20-00366	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 10.72kW	2420 CRISTO REY PL	34206069	5/11/2020	5/13/2020	7/9/2020
BLD20-00367	PHOTOVOLTAIC	PV/BACK UP	FINALED	PV and ESS	1362 DON KIRK ST	31806015	5/11/2020	5/13/2020	6/24/2020
BLD20-00368	PHOTOVOLTAIC	PV	ISSUED	Install roof mounted PV 7.56kW	462 DEODARA DR	34203010	5/12/2020	5/19/2020	NULL
BLD20-00369	PHOTOVOLTAIC	PV	FINALED	Install Roof mounted PV system 5.78kW on ADU	175 PEPPER DR	17041002	5/12/2020	6/8/2020	7/31/2020
BLD20-00374	DEMOLITION	SWIMMING POOL	FINALED	SWP Demo	1175 LISA LN	19338003	5/12/2020	5/12/2020	5/28/2020
BLD20-00375	PHOTOVOLTAIC	PV	ON HOLD	Install roof mounted PV system 8.05kW	1862 COLLEEN DR	31812038	5/13/2020	6/16/2020	NULL
BLD20-00387	ADU	DETACHED	ISSUED	DETACHED ADU	437 MUNDELL WAY	NULL	5/18/2020	5/18/2020	NULL
BLD20-00392	DEMOLITION	MAIN STRUCTURE	FINALED	Demolition of Residence	1188 RICHARDSON AVE	31802012	5/19/2020	5/19/2020	6/5/2020
BLD20-00395	PHOTOVOLTAIC	PV/BACK UP	FINALED	Install PV system 3.9kW with battery backup	1230 ST JOSEPH AVE	34207111	5/19/2020	5/26/2020	6/22/2020
BLD20-00397	DEMOLITION	SWIMMING POOL	FINALED	SWP DEMO	1345 OAKHURST AVE	19339034	5/19/2020	5/20/2020	6/24/2020
BLD20-00401	PHOTOVOLTAIC	PV	FINALED	6.4kw PV Solar system	895 LINDA VISTA WAY	18912009	5/19/2020	6/15/2020	7/6/2020
BLD20-00407	ADU	JUNIOR ADU	ISSUED	JUNIOR ADU	532 ORANGE AVE	17515004	5/20/2020	9/15/2020	NULL
BLD20-00411	PHOTOVOLTAIC	PV	FINALED	PV Solar System	584 LINCOLN AVE	17516062	5/21/2020	5/26/2020	6/4/2020
BLD20-00414	PHOTOVOLTAIC	PV/BACK UP	FINALED	Install 15.04kW PV System with intergrated back up system	40 NAVAJO LN	17043025	5/22/2020	5/26/2020	6/22/2020
BLD20-00415	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 7.13kW	726 DEL CENTRO WAY	18950037	5/22/2020	9/23/2020	10/15/2020
BLD20-00416	PHOTOVOLTAIC	PV	FINALED	Install Roof mounted PV system 6.93kW	49 YERBA BUENA AVE	16729005	5/22/2020	7/2/2020	10/20/2020
BLD20-00424	SFD	TWO-STORY	SUBMITTED	2-Story Residence	191 GARLAND WAY	16730023	5/26/2020	NULL	NULL
BLD20-00426	PHOTOVOLTAIC	PV	FINALED	PV Solar System	1015 ROBIN HOOD CT	34210027	5/26/2020	6/1/2020	8/12/2020
BLD20-00436	DEMOLITION	SWIMMING POOL	ISSUED	Demolish Swimming Pool	433 YERBA BUENA AVE	16733015	5/28/2020	6/1/2020	NULL
BLD20-00440	PHOTOVOLTAIC	PV	FINALED	Install 4.51 Kw PV Sytem (system expansion)	1515 JULIE LN	19716041	6/1/2020	6/2/2020	6/9/2020
BLD20-00444	DEMOLITION	SWIMMING POOL	FINALED	SWP Demo	1011 RUNNYMEAD CT	19344036	6/1/2020	6/1/2020	6/8/2020
BLD20-00450	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 6.8kW	466 FIR LN	34204059	6/2/2020	6/2/2020	7/29/2020
BLD20-00451	DEMOLITION	MAIN STRUCTURE	FINALED	Demolition of Residence	446 S CLARK AVE	18952065	6/2/2020	6/2/2020	6/30/2020
BLD20-00459	PHOTOVOLTAIC	PV	FINALED	Install 7.04kw PV System	1583 LANDELL CT	31817016	6/3/2020	6/4/2020	7/2/2020
BLD20-00472	PHOTOVOLTAIC	PV/BACK UP	ISSUED	"PV, POWER WALL, BACK UP SYSTEM"	622 COVINGTON RD	18945035	6/3/2020	7/16/2020	NULL
BLD20-00473	PHOTOVOLTAIC	PV	ISSUED	PV	685 PACO DR	18937035	6/3/2020	8/26/2020	NULL
BLD20-00477	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 4.72kw	1271 S SPRINGER RD	18917003	6/4/2020	6/4/2020	6/24/2020
BLD20-00484	PHOTOVOLTAIC	PV	FINALED	Install 4.2kW PV System	549 VALENCIA DR	17047028	6/5/2020	6/10/2020	8/12/2020
BLD20-00492	ADU	DETACHED	SUBMITTED	Detached ADU	170 LOS ALTOS AVE	16735074	6/8/2020	NULL	NULL
BLD20-00495	DEMOLITION	SWIMMING POOL	FINALED	SWP DEMOLITION	1386 CHELSEA CT	19719007	6/9/2020	6/9/2020	6/25/2020
BLD20-00503	ADU	ATTACHED	SUBMITTED	ADU/RMD	1280 EVA AVE	34209023	6/9/2020	NULL	NULL
BLD20-00506	DEMOLITION	SWIMMING POOL	ISSUED	Demo swimming pool	433 LA PRENDA RD	18950052	6/10/2020	6/17/2020	NULL
BLD20-00515	DEMOLITION	SWIMMING POOL	FINALED	DEMOLISH SWP	570 ARBOLEDA DR	18940005	6/10/2020	6/11/2020	6/25/2020
BLD20-00517	SFD	ONE-STORY	SUBMITTED	New residence with basement and attached garage- PARCEL B	1515 OAKHURST AVE PARCEL B	19337026	6/11/2020	NULL	NULL
BLD20-00518	DEMOLITION	MAIN STRUCTURE	FINALED	Demolition of Residence	502 ROSITA AVE	18941082	6/11/2020	6/15/2020	7/8/2020
BLD20-00521	PHOTOVOLTAIC	PV/BACK UP	FINALED	Install 11.10kw PV system and (3) Tesla Powerwalls	765 JORDAN AVE	17003014	6/15/2020	6/15/2020	9/8/2020
BLD20-00522	PHOTOVOLTAIC	PV/EV	FINALED	Install 8.40kw PV system and (1) NEMA 14-50	727 FILIP RD	18919016	6/15/2020	6/15/2020	7/6/2020
BLD20-00523	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 5.23KW	1400 PRITCHETT CT	19719020	6/15/2020	6/15/2020	7/22/2020
BLD20-00531	PHOTOVOLTAIC	PV	ISSUED	PV	1550 TIPTOE LN	19702053	6/15/2020	9/29/2020	NULL
BLD20-00532	PHOTOVOLTAIC	PV	SUBMITTED	PV	959 CLINTON RD	18913013	6/15/2020	NULL	NULL
BLD20-00535	PHOTOVOLTAIC	PV	FINALED	Install Roof mounted PV system 5.4kW	1574 WESSEX AVE	19716020	6/16/2020	6/18/2020	7/17/2020
BLD20-00548	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 5.1kw	894 PARMA WAY	18941062	6/17/2020	6/18/2020	7/1/2020
BLD20-00552	ADU	ATTACHED	ISSUED	New ADU	335 ALICIA WAY	17022053	6/17/2020	10/15/2020	NULL
BLD20-00556	SFD	ONE-STORY	SUBMITTED	SFD with Basement and Detached Covered Patio	1586 HOLT AVE	31814040	6/17/2020	NULL	NULL
BLD20-00559	PHOTOVOLTAIC	PV	ISSUED	Install 11.45kw PV System	137 SYLVIAN WAY	16729034	6/18/2020	6/18/2020	NULL
BLD20-00560	PHOTOVOLTAIC	PV/EV	FINALED	"Install 9.80 kw PV system, NEMA 14-50 and 14-15"	749 ANDERSON DR	18941013	6/18/2020	6/18/2020	9/1/2020
BLD20-00561	PHOTOVOLTAIC	PV	FINALED	Install 3.84KW PV System	1250 GOLDEN WAY	18917038	6/18/2020	6/25/2020	7/9/2020
BLD20-00562	PHOTOVOLTAIC	PV/BACK UP	FINALED	PV/Back Up System	322 UNIVERSITY AVE	17513002	6/18/2020	6/25/2020	8/13/2020
BLD20-00565	PHOTOVOLTAIC	PV	ISSUED	Install 7.36 tesla Solar Roof	1595 CLAY DR	31820046	6/19/2020	6/25/2020	NULL
BLD20-00566	PHOTOVOLTAIC	PV/BACK UP/SVC UPGRADE	FINALED	"PV, SVC Upgrade and powerwall"	1495 CEDAR PL	34223036	6/19/2020	7/9/2020	8/17/2020
BLD20-00572	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 11.52kw	250 MARICH WAY	17003021	6/22/2020	6/25/2020	7/20/2020
BLD20-00573	PHOTOVOLTAIC	PV/BACK UP	ISSUED	Install 15.12 kw PV system and 54kwh ESS	253 FREMONT AVE	18948024	6/22/2020	6/25/2020	NULL
BLD20-00576	PHOTOVOLTAIC	PV	FINALED	Install 7.35Kw PV Sytems	110 CATALINA CT	17012090	6/22/2020	6/24/2020	8/5/2020
BLD20-00577	PHOTOVOLTAIC	PV	ISSUED	Install 8.71KW PV System	821 RAYMUNDO AVE	18929096	6/22/2020	6/24/2020	NULL
BLD20-00579	ADU	DETACHED	SUBMITTED	Detached ADU	15 MAY LN	16723102	6/22/2020	NULL	NULL
BLD20-00586	PHOTOVOLTAIC	PV	ISSUED	Install 12.42 roof mounted PV system	2211 VIA MADEROS	34228030	6/22/2020	6/25/2020	NULL
BLD20-00592	PHOTOVOLTAIC	PV	FINALED	Install 5 4.5Kw PV system with Energy Storage system	871 CLINTON RD	18913021	6/24/2020	6/30/2020	10/23/2020
BLD20-00605	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 12.24kw	670 COVINGTON RD	18944040	6/25/2020	6/25/2020	10/23/2020
BLD20-00612	DEMOLITION	SWIMMING POOL	FINALED	SWP DEMOLITION	1510 JULIE LN	19717061	6/25/2020	6/29/2020	8/6/2020
BLD20-00614	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 8.16kw	653 ARBOLEDA DR	18939007	6/29/2020	6/30/2020	8/5/2020
BLD20-00615	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 8.16kw	542 SAN LUIS AVE	18952022	6/29/2020	7/6/2020	8/31/2020
BLD20-00616	PHOTOVOLTAIC	PV ROOF	ISSUED	Install 22.10KW Solar Roof	128 BRIDGTON CT	16731048	6/29/2020	6/30/2020	NULL
BLD20-00638	PHOTOVOLTAIC	PV	ISSUED	"Install roof mounted PV system 9.13KW(22), NEW 100A SUBPANEL"	921 CAMPBELL AVE	18941046	6/30/2020	7/6/2020	NULL
BLD20-00639	PHOTOVOLTAIC	PV	FINALED	"Install roof mounted PV system 8.64KW, NEW 125A SUBPANEL"	951 SPENCER WAY	18920026	6/30/2020	7/16/2020	9/21/2020
BLD20-00640	SFD	ONE-STORY	SUBMITTED	One-Story Residence with Basement	852 PARMA WAY	18941059	6/30/2020	NULL	NULL
BLD20-00646	PHOTOVOLTAIC	PV	FINALED	INSTALL ROOF PV 8.16KW	1862 COLLEEN DR	31812038	7/1/2020	7/7/2020	8/10/2020
BLD20-00647	PHOTOVOLTAIC	PV	FINALED	INSTALL ROOF PV 8.16KW	777 JORDAN AVE	17003016	7/1/2020	7/7/2020	8/20/2020
BLD20-00663	PHOTOVOLTAIC	PV/BACK UP	ISSUED	Install Roof mounted PV system 11.34kw and ESS	437 MUNDELL 	NULL	7/2/2020	7/7/2020	NULL
BLD20-00664	PHOTOVOLTAIC	PV/BACK UP	ISSUED	Install 12.24KW PV system and 40.5 KWH ESS	1924 SOMERSET CT	34225005	7/2/2020	7/7/2020	NULL
BLD20-00665	PHOTOVOLTAIC	PV/BACK UP/SVC UPGRADE	FINALED	"PV, ESS, SVC Upgrade"	200 UNIVERSITY AVE	NULL	7/2/2020	7/6/2020	9/22/2020
BLD20-00666	PHOTOVOLTAIC	PV/EV	RECORD CREATED IN ERROR	Install 6.3 KW PV system and EV Charger	15 PARSONS WAY	17047051	7/2/2020	NULL	NULL
BLD20-00667	PHOTOVOLTAIC	PV	ISSUED	Install roof mounted PV system and EV Charger	532 ORANGE AVE	17515004	7/2/2020	7/16/2020	NULL
BLD20-00670	PHOTOVOLTAIC	PV	ISSUED	NEW ROOF PV 12.24KW	770 JORDAN AVE	17002031	7/2/2020	7/9/2020	NULL
BLD20-00673	PHOTOVOLTAIC	PV/EV	FINALED	Install 5.4KW PV sytem and NEMA 14-50 outlet	250 S GORDON WAY	17026074	7/6/2020	7/8/2020	7/27/2020
BLD20-00675	DEMOLITION	MAIN STRUCTURE	FINALED	Demolition	42 SAN JUAN CT	17013061	7/6/2020	7/6/2020	7/16/2020
BLD20-00683	DEMOLITION	MAIN STRUCTURE	FINALED	Demolish Residence	2 YERBA BUENA AVE	16729059	7/7/2020	7/9/2020	7/29/2020
BLD20-00685	SFD	ONE-STORY	SUBMITTED	New Single Family Residence	1001 PARMA WAY	18945031	7/7/2020	NULL	NULL
BLD20-00686	PHOTOVOLTAIC	PV	ISSUED	Install Roof mounted PV system 12KW	681 BENVENUE AVE	18938095	7/7/2020	8/18/2020	NULL
BLD20-00689	PHOTOVOLTAIC	PV	FINALED	"ROOF PV 5.04KW, W/ ENERGY STORAGE SYSTEM"	935 LEONELLO AVE	18920012	7/7/2020	7/9/2020	8/18/2020
BLD20-00700	PHOTOVOLTAIC	PV/BACK UP	FINALED	Install 8.64 KW PV system with Energy Storage System	690 BLINN CT	18934043	7/8/2020	7/16/2020	10/1/2020
BLD20-00703	PHOTOVOLTAIC	PV ROOF	ISSUED	Install 8.47 KW Solar Roof	1870 CAPISTRANO WAY	34207092	7/8/2020	7/9/2020	NULL
BLD20-00714	DEMOLITION	SWIMMING POOL	FINALED	SWP DEMO	1074 RIVERSIDE DR	18945023	7/9/2020	7/9/2020	8/3/2020
BLD20-00720	PHOTOVOLTAIC	PV	FINALED	"ROOF PV 9.55 KW(23), (N) 100A SUBPANEL"	42 LOS ALTOS AVE	16735067	7/9/2020	7/13/2020	8/18/2020
BLD20-00726	PHOTOVOLTAIC	PV	ISSUED	PV	545 COVINGTON RD	18941044	7/13/2020	7/29/2020	NULL
BLD20-00727	PHOTOVOLTAIC	PV	ISSUED	PV	1340 HARWALT DR	19705054	7/13/2020	7/29/2020	NULL
BLD20-00728	PHOTOVOLTAIC	PV	FINALED	Re-install PV	704 BENVENUE AVE	18938054	7/13/2020	7/27/2020	8/24/2020
BLD20-00731	PHOTOVOLTAIC	PV	ISSUED	PV	668 SPRINGER TER	18936036	7/13/2020	7/16/2020	NULL
BLD20-00745	SFD	ONE-STORY	ISSUED	New Residence	1691 AUSTIN AVE	31809063	7/14/2020	10/22/2020	NULL
BLD20-00748	PHOTOVOLTAIC	PV	FINALED	ROOF PV 2.97KW	241 DELPHI CIR	17012059	7/14/2020	7/22/2020	8/14/2020
BLD20-00749	PHOTOVOLTAIC	PV	FINALED	ROOF PV 9.38KW	170 FORMWAY CT	17031040	7/14/2020	7/23/2020	8/6/2020
BLD20-00750	DEMOLITION	MAIN STRUCTURE	FINALED	Demolition of Residence	1686 DALEHURST AVE	31811031	7/14/2020	7/15/2020	8/5/2020
BLD20-00758	PHOTOVOLTAIC	PV	ISSUED	"ROOF PV 9.38KW, EV CHARGER, TESLA BACKUP GATEWAY"	15 PARSONS WAY	17047051	7/15/2020	7/20/2020	NULL
BLD20-00759	PHOTOVOLTAIC	PV	FINALED	ROOF PV 4.08 KW	1320 HARWALT DR	19705052	7/15/2020	7/20/2020	7/29/2020
BLD20-00760	PHOTOVOLTAIC	PV/BACK UP	ISSUED	PV+Energy Storage System	1145 GOLDEN WAY	18910029	7/15/2020	7/29/2020	NULL
BLD20-00761	ADU	DETACHED	SUBMITTED	Detached ADU	259 MARVIN AVE	17027006	7/15/2020	NULL	NULL
BLD20-00762	DEMOLITION	MAIN STRUCTURE	FINALED	Deconstruction of Existing Residence	105 ALVARADO AVE	17012009	7/15/2020	7/23/2020	10/8/2020
BLD20-00764	SFD	TWO-STORY	SUBMITTED	Two-story residence **Foundation partially remains**	1060 GOLDEN WAY	18910013	7/15/2020	NULL	NULL
BLD20-00769	PHOTOVOLTAIC	PV	FINALED	"Install 9-45KW PV Sytem, derate main breaker to 175amps"	472 RAQUEL LN	16744031	7/16/2020	7/16/2020	9/9/2020
BLD20-00770	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 9 KW	80 ALMA CT	16728064	7/16/2020	7/20/2020	8/5/2020
BLD20-00771	SFD	ONE-STORY	SUBMITTED	New Single Family Dwelling	931 LORAINE AVE LOT B	18915071	7/16/2020	NULL	NULL
BLD20-00772	PHOTOVOLTAIC	PV ROOF	ISSUED	Install 10.7 KW PV system (roof tiles)	1228 THORPE CT	19335008	7/16/2020	7/20/2020	NULL
BLD20-00773	SFD	ONE-STORY	SUBMITTED	New Single-Story Residence	929 LORAINE AVE LOT A	18915071	7/16/2020	NULL	NULL
BLD20-00774	PHOTOVOLTAIC	PV/BACK UP	ISSUED	Install roof moutned PV System 12.24KW and 54KWH ESS	1202 PAYNE DR	19339019	7/16/2020	7/20/2020	NULL
BLD20-00793	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 7.47KW	294 PORTOLA CT	17003003	7/20/2020	7/20/2020	9/8/2020
BLD20-00794	PHOTOVOLTAIC	PV	FINALED	"Install roof mounted PV system 11.12KW, derate main breaker."	146 FREDERICK CT	17043014	7/20/2020	7/20/2020	10/21/2020
BLD20-00795	PHOTOVOLTAIC	PV/BACK UP	FINALED	Install 8.16KW PV System and 13.5KWH ESS	625 HOLLINGSWORTH DR	17020031	7/20/2020	7/20/2020	9/21/2020
BLD20-00796	PHOTOVOLTAIC	PV	FINALED	Install 9.13KW PV system	1968 FALLEN LEAF LN	31823029	7/20/2020	7/27/2020	8/18/2020
BLD20-00808	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 6.3kw	1032 DARTMOUTH LN	19344011	7/21/2020	7/21/2020	8/10/2020
BLD20-00809	PHOTOVOLTAIC	PV	FINALED	Install 7.9KW PV system	1024 RAY AVE	16712029	7/21/2020	7/21/2020	9/2/2020
BLD20-00810	PHOTOVOLTAIC	PV AND SERVICE UPGRADE	FINALED	Install roof mounted PV 11.22KW and upgrade main panel	1455 MONTCLAIRE PL	34207035	7/21/2020	7/22/2020	9/21/2020
BLD20-00811	PHOTOVOLTAIC	PV/BACK UP	ISSUED	Install 11.69KW Solar Roof and 27 kwh ESS	2061 STONEHAVEN DR	34239002	7/21/2020	7/21/2020	NULL
BLD20-00812	PHOTOVOLTAIC	PV	ISSUED	Install 8.07KW Solar Roof	355 CUESTA DR	18951029	7/21/2020	7/21/2020	NULL
BLD20-00813	PHOTOVOLTAIC	PV	ISSUED	"ROOF PV 8.16KW, 13.KWH ESS, (N) 125 LOAD CENTER"	924 RIVERSIDE DR	18942022	7/21/2020	7/21/2020	NULL
BLD20-00814	PHOTOVOLTAIC	PV	FINALED	"ROOF PV 7.03 KW, (N) 100A SUBPANEL"	5421 BEECHWOOD LN	34203063	7/21/2020	7/23/2020	9/2/2020
BLD20-00816	PHOTOVOLTAIC	PV	ISSUED	Install roof mounted PV system 13.94KW	715 VISTA GRANDE AVE	18958069	7/22/2020	7/22/2020	NULL
BLD20-00817	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 8.16KW	1191 LAURELES DR	16710028	7/22/2020	7/27/2020	8/14/2020
BLD20-00818	PHOTOVOLTAIC	PV/BACK UP	FINALED	Install 7.47KW PV system and (3) tesla Powerwalls	2237 VIA MADEROS	34228056	7/22/2020	7/23/2020	9/25/2020
BLD20-00824	DEMOLITION	SWIMMING POOL	FINALED	Demolish Swimming Pool	1141 BUCKINGHAM DR	19343038	7/22/2020	7/23/2020	10/20/2020
BLD20-00825	DEMOLITION	SWIMMING POOL	ISSUED	Demolish Swimming Pool	63 ALMOND AVE	17023067	7/22/2020	7/23/2020	NULL
BLD20-00829	DEMOLITION	MAIN STRUCTURE	FINALED	Demolish main structure	645 LOS NINOS WAY	17011010	7/23/2020	7/23/2020	8/4/2020
BLD20-00830	PHOTOVOLTAIC	PV	FINALED	ROOF PV 8.16KW	2012 FARNDON AVE	31815045	7/23/2020	7/27/2020	8/26/2020
BLD20-00831	PHOTOVOLTAIC	PV/BACK UP	Fees Paid	ROOF PV 8.16KW	25 N AVALON DR	17030005	7/23/2020	7/27/2020	NULL
BLD20-00832	PHOTOVOLTAIC	PV/BACK UP	ISSUED	Install 11.62 KW PV System and (3) Tesla Powerwalls	1798 WENRICK CT	31811023	7/27/2020	7/27/2020	NULL
BLD20-00833	PHOTOVOLTAIC	PV/BACK UP	FINALED	Install 7.0KW PV System and (1) tesla powerwall	1470 MONTCLAIRE PL	34207040	7/27/2020	7/28/2020	10/1/2020
BLD20-00834	PHOTOVOLTAIC	PV/BACK UP	ISSUED	Install 6.66KW Solar roof and 27KWH ESS	426 CUESTA DR	18939037	7/27/2020	7/27/2020	NULL
BLD20-00835	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 4.9 KW	420 ARBOLEDA DR	18950004	7/27/2020	7/27/2020	8/6/2020
BLD20-00837	PHOTOVOLTAIC	PV/EV	FINALED	Install roof mounted PV system 4.9KW	1307 MORTON AVE	31806008	7/27/2020	7/29/2020	9/2/2020
BLD20-00859	PHOTOVOLTAIC	PV/BACK UP	ISSUED	"ROOF PV 8.16KW, 27KWH ESS"	697 BENVENUE AVE	18938061	7/29/2020	7/30/2020	NULL
BLD20-00860	PHOTOVOLTAIC	PV	ISSUED	ROOF PV 8.16KW	695 SAN MARTIN PL	18937055	7/29/2020	7/30/2020	NULL
BLD20-00864	SFD	ONE-STORY	SUBMITTED	SFD with Basement	105 ALVARADO AVE	17012009	7/30/2020	NULL	NULL
BLD20-00866	PHOTOVOLTAIC	PV	ISSUED	"ROOF PV 6.65KW, (N) 100A SUBPANEL"	65 AVALON DR	17030008	7/30/2020	8/5/2020	NULL
BLD20-00877	PHOTOVOLTAIC	PV	ISSUED	Install roof mounted PV system 5.23KW	1200 GRANT RD	19333033	8/3/2020	8/3/2020	NULL
BLD20-00878	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 7.56KW	2055 WOODED GLEN WAY	34210014	8/3/2020	8/3/2020	9/3/2020
BLD20-00879	PHOTOVOLTAIC	PV	ISSUED	"ROOF PV 16.32KW, (N) LOAD CENTERS"	1575 GRANT RD	19717005	8/3/2020	8/5/2020	NULL
BLD20-00880	DEMOLITION	MAIN STRUCTURE	FINALED	Demolition of Residence	1034 GOLDEN WAY	18910011	8/3/2020	8/5/2020	9/2/2020
BLD20-00889	PHOTOVOLTAIC	PV/BACK UP	ISSUED	PV & STORAGE SYSTEM	447 CASITA WAY	17018028	8/4/2020	8/5/2020	NULL
BLD20-00892	PHOTOVOLTAIC	PV	FINALED	ROOF PV 5.36 KW	1114 ST JOSEPH AVE	34226012	8/4/2020	8/6/2020	8/11/2020
BLD20-00896	DEMOLITION	MAIN STRUCTURE	ISSUED	Demolition of Building	962 ACACIA AVE	17001048	8/5/2020	8/11/2020	NULL
BLD20-00897	DEMOLITION	MAIN STRUCTURE	FINALED	Demolish Residence	324 CHERRY AVE	16732045	8/5/2020	8/10/2020	9/1/2020
BLD20-00912	PHOTOVOLTAIC	PV	ISSUED	Install roof mounted PV 15.3KW	320 YERBA SANTA AVE	16733007	8/10/2020	8/11/2020	NULL
BLD20-00913	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV sytem 5.28KW	765 EDGE LN	18918099	8/10/2020	8/10/2020	8/20/2020
BLD20-00914	PHOTOVOLTAIC	PV/BACK UP	ISSUED	install 8.16 KW PV system and 27KWH ESS	260 ALTA VISTA AVE	16733056	8/10/2020	8/11/2020	NULL
BLD20-00924	ADU	DETACHED	SUBMITTED	Detached ADU	1621 PINEHURST DR	19703026	8/11/2020	NULL	NULL
BLD20-00925	MULTI FAMILY	CONDOMINIUM	SUBMITTED	4-Story Condominium Building	450 FIRST STREET	NULL	8/11/2020	NULL	NULL
BLD20-00934	PHOTOVOLTAIC	PV AND SERVICE UPGRADE	ISSUED	Roof mounted PV system 5.8KW and Upgrade MSP to 125amps	1335 BRIGHT OAKS CT	31807020	8/12/2020	8/17/2020	NULL
BLD20-00941	DEMOLITION	MAIN STRUCTURE	FINALED	Demolition of Residence	1941 FARNDON AVE	31823040	8/12/2020	8/17/2020	9/1/2020
BLD20-00947	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 3.25KW	330 BELLEVUE CT	18948042	8/13/2020	8/17/2020	9/3/2020
BLD20-00948	PHOTOVOLTAIC	PV/BACK UP	ISSUED	Install 16.32KW PV system and 54KWH ESS	1450 MCKENZIE AVE	19341023	8/13/2020	8/13/2020	NULL
BLD20-00949	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 8.2KW	1108 W ROSE CIR	19331022	8/13/2020	8/17/2020	9/15/2020
BLD20-00950	ADU	DETACHED	SUBMITTED	ADU	1650 JOLLY CT	31801028	8/13/2020	NULL	NULL
BLD20-00952	PHOTOVOLTAIC	PV	FINALED	ROOF PV 5.4KW	241 BIARRITZ CIR	17023014	8/13/2020	8/17/2020	9/3/2020
BLD20-00953	PHOTOVOLTAIC	PV	ISSUED	ROOF PV 15.4KW	553 MIMOSA CT	34204079	8/13/2020	9/14/2020	NULL
BLD20-00954	PHOTOVOLTAIC	PV	ISSUED	ROOF PV 12.915KW	1288 WINDIMER DR	34239040	8/14/2020	8/19/2020	NULL
BLD20-00959	DEMOLITION	MAIN STRUCTURE	FINALED	Demolition of Residence	400 LA PRENDA RD	18949008	8/17/2020	8/17/2020	8/27/2020
BLD20-00960	DEMOLITION	MAIN STRUCTURE	FINALED	Demolition of residence	1001 PARMA WAY	18945031	8/17/2020	8/17/2020	9/24/2020
BLD20-00966	SFD	TWO-STORY	SUBMITTED	New two-story residence	1035 RAY AVE	16712021	8/17/2020	NULL	NULL
BLD20-00968	PHOTOVOLTAIC	PV	ISSUED	ROOF PV 12.24 KW	1274 ST MARK CT	34239018	8/19/2020	8/26/2020	NULL
BLD20-00978	PHOTOVOLTAIC	PV	ISSUED	Install roof mounted PV system 8.16KW	731 CASITA WAY	17004014	8/20/2020	8/26/2020	NULL
BLD20-00988	PHOTOVOLTAIC	PV	FINALED	Install roof mounted PV system 4.08KW	356 ALICIA WAY	17022061	8/24/2020	8/26/2020	9/8/2020
